time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-09-21T16:05:27.790Z,36.5543333,-120.6483333,5.64,1.84,md,20,86,0.1591,0.13,nc,nc73627456,2021-09-21T19:20:13.493Z,"16km N of New Idria, CA",earthquake,0.42,0.56,0.226,17,reviewed,nc,nc
2021-09-21T15:59:18.975Z,59.9854,-140.218,14,2,ml,,,,0.88,ak,ak021c4v5t5t,2021-09-21T16:10:56.136Z,"56 km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-09-21T15:57:31.980Z,33.4248333,-116.439,13.6,0.96,ml,48,70,0.09893,0.2,ci,ci39814791,2021-09-21T17:27:47.000Z,"20km NNW of Borrego Springs, CA",earthquake,0.21,0.41,0.138,23,reviewed,ci,ci
2021-09-21T15:40:03.030Z,39.4271667,-110.3125,-1.17,1.6,ml,9,194,0.01023,0.12,uu,uu60458852,2021-09-21T16:49:01.340Z,"15 km SSE of Sunnyside, Utah",earthquake,0.97,0.39,0.117,4,reviewed,uu,uu
2021-09-21T15:36:32.797Z,36.4457,-115.7452,8.6,1.4,ml,20,101.7,0.187,0.2034,nn,nn00822898,2021-09-22T02:39:43.464Z,"15 km SSW of Indian Springs, Nevada",earthquake,,4.2,0.94,12,reviewed,nn,nn
2021-09-21T15:29:02.675Z,63.7716,-149.2064,65.1,1.5,ml,,,,1.35,ak,ak021c4uzcez,2021-09-21T15:33:51.821Z,"15 km WNW of Denali Park, Alaska",earthquake,,1,,,automatic,ak,ak
2021-09-21T15:27:23.748Z,-36.7862,-74.0269,10,4.6,mwr,,158,2.215,0.54,us,us7000fd53,2021-09-21T15:55:22.490Z,"81 km NW of Arauco, Chile",earthquake,8.4,1.9,,,reviewed,us,guc
2021-09-21T15:26:19.191Z,-36.8538,-74.1337,10,4.3,mb,,203,2.305,0.37,us,us7000fd52,2021-09-21T15:57:37.040Z,"84 km WNW of Arauco, Chile",earthquake,7.9,2,0.53,1,reviewed,us,us
2021-09-21T15:17:10.310Z,39.4268333,-110.319,-1,1.78,md,8,192,0.005457,0.14,uu,uu60458847,2021-09-21T16:45:54.070Z,"15 km SSE of Sunnyside, Utah",earthquake,1.04,1.86,0.152,8,reviewed,uu,uu
2021-09-21T14:55:38.290Z,37.1146667,-121.5163333,7.07,1.34,md,33,47,0.05656,0.08,nc,nc73627431,2021-09-24T00:07:31.974Z,"9km ENE of San Martin, CA",earthquake,0.2,0.49,0.121,19,reviewed,nc,nc
2021-09-21T14:31:15.429Z,33.95133333,-97.26316667,14.75,1.97,ml,40,140,0.08098410816,0.37,ok,ok2021snqb,2021-09-22T13:37:32.667Z,"13 km W of Marietta, Oklahoma",earthquake,,1.4,0.25,19,reviewed,ok,ok
2021-09-21T14:29:00.781Z,-36.8318,-74.3369,10,4.2,mb,,205,2.466,0.39,us,us7000fd4y,2021-09-21T16:00:39.608Z,"101 km WNW of Arauco, Chile",earthquake,9.5,2,0.263,5,reviewed,us,us
2021-09-21T14:25:45.024Z,57.8629,-155.0906,89,3.1,ml,,,,0.34,ak,ak021c4ud584,2021-09-21T15:00:50.040Z,"50 km NW of Karluk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-09-21T14:22:52.060Z,31.64653324,-104.2337399,7.082763671999999,1.8,ml,13,85,0.1658722461,0.2,tx,tx2021snpu,2021-09-22T15:49:03.212Z,"55 km NW of Toyah, Texas",earthquake,1.219883632,1.882961897,0.1,6,reviewed,tx,tx
2021-09-21T14:07:38.690Z,36.6016667,-121.2013333,8.16,1.45,md,14,163,0.03254,0.09,nc,nc73627416,2021-09-24T03:57:11.149Z,"9km NNW of Pinnacles, CA",earthquake,0.65,0.49,0.307,12,reviewed,nc,nc
2021-09-21T14:04:37.846Z,41.4836,19.9323,10,4,mb,,46,0.145,0.91,us,us7000fd4t,2021-09-22T06:50:01.570Z,"11 km ESE of Krujë, Albania",earthquake,5.6,2,0.517,2,reviewed,us,us
2021-09-21T13:59:55.837Z,4.5997,126.7495,58.5,4.7,mb,,60,2.716,0.58,us,us7000fd4s,2021-09-21T14:24:43.040Z,"168 km ESE of Sarangani, Philippines",earthquake,7.8,5.5,0.077,51,reviewed,us,us
2021-09-21T13:58:49.930Z,34.1461667,-117.4716667,7.52,1.21,ml,17,103,0.1157,0.08,ci,ci39814735,2021-09-21T17:13:41.425Z,"6km NNW of Fontana, CA",earthquake,0.31,1,0.151,30,reviewed,ci,ci
2021-09-21T13:48:19.740Z,36.0221667,-120.5888333,3.54,1.28,md,24,113,0.04402,0.1,nc,nc73627406,2021-09-23T23:43:47.153Z,"20km NW of Parkfield, CA",earthquake,0.35,0.55,0.158,12,reviewed,nc,nc
2021-09-21T13:30:59.860Z,18.9841,-68.1516,82,3.53,md,19,175,0.901,0.69,pr,pr2021264008,2021-09-21T16:16:03.505Z,"51 km NNE of Punta Cana, Dominican Republic",earthquake,2.72,5.43,0.06,11,reviewed,pr,pr
2021-09-21T13:24:34.090Z,34.0971667,-117.553,13.67,1.64,ml,71,25,0.02756,0.14,ci,ci39814719,2021-09-21T17:10:46.070Z,"4km SE of Rancho Cucamonga, CA",earthquake,0.14,0.25,0.157,57,reviewed,ci,ci
2021-09-21T13:14:31.627Z,-36.7883,-73.9567,17.42,6.4,mww,,120,2.159,0.71,us,us7000fd4k,2021-09-23T04:07:00.536Z,"Near the coast of Bio-Bio, Chile",earthquake,6.7,3.1,0.043,52,reviewed,us,us
2021-09-21T13:08:12.670Z,34.1855,-116.737,1.11,1.32,ml,52,30,0.1611,0.16,ci,ci39814703,2021-09-21T16:52:25.110Z,"13km SE of Big Bear City, CA",earthquake,0.15,0.52,0.176,39,reviewed,ci,ci
2021-09-21T13:01:17.630Z,37.6251667,-122.0278333,2.75,1.5,md,37,48,0.02409,0.06,nc,nc73627396,2021-09-23T23:28:56.536Z,"3km NNW of Union City, CA",earthquake,0.14,0.24,0.184,27,reviewed,nc,nc
2021-09-21T13:00:07.480Z,19.1889991760254,-155.482498168945,34.0699996948242,2.18,ml,50,77,,0.119999997,hv,hv72718477,2021-09-21T13:05:37.670Z,"1 km SSW of Pāhala, Hawaii",earthquake,0.51,0.589999974,4.09,5,automatic,hv,hv
2021-09-21T12:56:59.650Z,19.1868333333333,-155.4815,34.89,2.74,ml,54,76,,0.11,hv,hv72718472,2021-09-21T21:29:52.920Z,"1 km S of Pāhala, Hawaii",earthquake,0.42,0.52,0.198810068026946,37,reviewed,hv,hv
2021-09-21T12:56:55.542Z,36.6064,-112.5169,23.32,2.8,ml,,88,0.254,0.7,us,us7000fd4f,2021-09-22T03:24:51.662Z,"37 km S of Fredonia, Arizona",earthquake,2.9,8.6,0.036,104,reviewed,us,us
2021-09-21T12:45:07.711Z,61.2506,-149.6123,31.5,1.9,ml,,,,0.79,ak,ak021c4tahg3,2021-09-21T12:47:43.843Z,"1 km SE of Elmendorf Air Force Base, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-09-21T12:43:28.775Z,61.2426,-149.5923,27.9,2,ml,,,,0.89,ak,ak021c4ta3my,2021-09-21T12:47:43.712Z,"2 km SE of Elmendorf Air Force Base, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-09-21T12:35:11.900Z,19.1860008239746,-155.476837158203,37.7999992370605,2.43,ml,51,82,,0.140000001,hv,hv72718457,2021-09-21T12:40:43.940Z,"1 km S of Pāhala, Hawaii",earthquake,0.48,0.649999976,3.47,27,automatic,hv,hv
2021-09-21T12:35:07.780Z,19.1941661834717,-155.477828979492,30.2299995422363,2.41,ml,35,143,,0.180000007,hv,hv72718452,2021-09-21T12:40:37.920Z,"0 km S of Pāhala, Hawaii",earthquake,0.67,0.930000007,3.34,26,automatic,hv,hv
2021-09-21T12:33:25.009Z,31.69575186,-104.3094786,6.157275391,2,ml,10,116,0.1653119755,0.3,tx,tx2021snme,2021-09-21T20:50:57.879Z,"53 km S of Whites City, New Mexico",earthquake,1.943008973,3.181701731,0.1,8,reviewed,tx,tx
2021-09-21T12:32:52.982Z,31.65116255,-104.2273151,6.568603515999999,1.9,ml,14,57,0.1589081818,0.3,tx,tx2021snmd,2021-09-22T19:25:40.272Z,"55 km NW of Toyah, Texas",earthquake,1.783253331,2.070174642,0.2,7,reviewed,tx,tx
2021-09-21T12:30:56.720Z,36.5866667,-121.191,8.34,1.88,md,29,66,0.0156,0.07,nc,nc73627386,2021-09-23T23:18:14.547Z,"8km NW of Pinnacles, CA",earthquake,0.21,0.37,0.231,26,reviewed,nc,nc
2021-09-21T12:23:33.990Z,34.1863333,-116.7361667,0.71,1.22,ml,54,31,0.1621,0.15,ci,ci39814687,2021-09-21T16:37:35.946Z,"13km SE of Big Bear City, CA",earthquake,0.13,0.28,0.155,42,reviewed,ci,ci
2021-09-21T12:22:47.560Z,51.797,-178.283166666667,23.49,1.29,ml,5,301,,0.23,av,av91379696,2021-09-22T01:48:30.920Z,"113 km W of Adak, Alaska",earthquake,3.55,1.82,0.329483910354262,5,reviewed,av,av
2021-09-21T12:17:47.350Z,19.1865,-155.484666666667,36.01,1.84,md,44,72,,0.11,hv,hv72718432,2021-09-21T21:07:49.940Z,"1 km SSW of Pāhala, Hawaii",earthquake,0.47,0.61,0.196801343932114,18,reviewed,hv,hv
2021-09-21T12:16:30.420Z,18.9015,-68.1663,87,3.8,md,19,169,0.8599,0.59,pr,pr2021264006,2021-09-21T12:51:47.240Z,"43 km NE of Punta Cana, Dominican Republic",earthquake,2.29,4.01,0.1,9,reviewed,pr,pr
2021-09-21T12:11:37.320Z,19.1898333333333,-155.4875,34.72,3.31,ml,56,71,,0.1,hv,hv72718427,2021-09-21T22:00:01.132Z,"1 km SSW of Pāhala, Hawaii",earthquake,0.37,0.49,0.163870335114209,35,reviewed,hv,hv
2021-09-21T12:01:39.550Z,18.8738,-68.2815,82,3.86,md,24,164,0.9397,0.95,pr,pr2021264007,2021-09-21T13:05:00.928Z,"34 km NNE of Punta Cana, Dominican Republic",earthquake,3.69,5.23,0.11,14,reviewed,pr,pr
2021-09-21T11:50:06.930Z,19.4134998321533,-155.389831542969,-0.219999998807907,1.81,ml,44,40,,0.230000004,hv,hv72718412,2021-09-21T11:55:38.370Z,"16 km W of Volcano, Hawaii",earthquake,0.29,0.349999994,3.66,6,automatic,hv,hv
2021-09-21T11:48:54.989Z,60.5967,-142.7791,17.5,1.2,ml,,,,0.4,ak,ak021c4spqss,2021-09-21T16:51:01.685Z,"93 km S of McCarthy, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-09-21T11:45:59.689Z,35.11583333,-95.34,7.03,1.76,ml,40,81,0.1367731604,0.27,ok,ok2021snkp,2021-09-21T12:44:39.025Z,"2 km ESE of Quinton, Oklahoma",earthquake,,0.7,0.24,13,reviewed,ok,ok
2021-09-21T11:45:21.510Z,36.6863333,-121.3833333,10.37,1.91,md,47,94,0.08957,0.16,nc,nc73627371,2021-09-23T22:43:21.769Z,"13km SSW of Tres Pinos, CA",earthquake,0.26,0.56,0.162,42,reviewed,nc,nc
2021-09-21T11:45:10.269Z,35.11733333,-95.33583333,6.77,1.96,ml,48,82,0.1376729839,0.22,ok,ok2021snko,2021-09-21T12:22:40.199Z,"3 km E of Quinton, Oklahoma",earthquake,,0.5,0.24,12,reviewed,ok,ok
2021-09-21T11:27:23.720Z,34.186,-116.735,0.48,1.66,ml,65,31,0.1621,0.15,ci,ci39814679,2021-09-21T16:21:24.821Z,"13km SE of Big Bear City, CA",earthquake,0.11,0.26,0.154,60,reviewed,ci,ci
2021-09-21T11:25:39.510Z,19.2076663970947,-155.42333984375,33.8899993896484,1.85,ml,44,148,,0.119999997,hv,hv72718367,2021-09-21T11:31:11.760Z,"5 km E of Pāhala, Hawaii",earthquake,0.52,0.629999995,4.78,3,automatic,hv,hv
2021-09-21T11:15:56.820Z,33.8736667,-115.9695,5.05,3.19,ml,82,49,0.1288,0.15,ci,ci39814663,2021-09-23T03:03:12.893Z,"28km NE of Indio, CA",earthquake,0.12,0.62,0.133,158,reviewed,ci,ci
2021-09-21T10:48:08.465Z,61.4639,-149.9132,32.8,1.8,ml,,,,0.65,ak,ak021c4s49fy,2021-09-21T10:51:41.714Z,"6 km SSE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-09-21T10:33:27.242Z,-2.4317,140.2119,35,4.6,mb,,58,7.159,0.44,us,us7000fd3k,2021-09-21T11:11:47.765Z,"50 km WNW of Abepura, Indonesia",earthquake,5.6,2,0.083,45,reviewed,us,us
2021-09-21T10:23:57.583Z,54.4023,-159.7398,10.5,2.2,ml,,,,1.26,ak,ak021c4rz4vk,2021-09-21T16:48:51.228Z,"114 km SSE of Sand Point, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2021-09-21T10:23:37.260Z,34.1365,-117.4423333,8.13,1.07,ml,59,28,0.03696,0.17,ci,ci39814647,2021-09-21T15:50:00.643Z,"5km NNE of Fontana, CA",earthquake,0.17,0.42,0.149,24,reviewed,ci,ci
2021-09-21T10:23:18.750Z,19.1679992675781,-155.497833251953,36.2400016784668,1.88999999,md,46,102,,0.119999997,hv,hv72718297,2021-09-21T10:26:38.600Z,"4 km SSW of Pāhala, Hawaii",earthquake,0.46,0.769999981,1.12,15,automatic,hv,hv
2021-09-21T10:19:56.527Z,29.6709,142.4032,10,5.2,mww,,29,2.572,0.86,us,us7000fd3f,2021-09-21T14:12:30.247Z,"Izu Islands, Japan region",earthquake,8.1,1.7,0.057,30,reviewed,us,us
2021-09-21T10:14:45.975Z,-27.0398,-113.1538,10,5.2,mb,,115,3.317,0.85,us,us7000fd3j,2021-09-21T12:21:14.260Z,"Easter Island region",earthquake,10.9,1.8,0.035,276,reviewed,us,us
2021-09-21T09:52:26.860Z,34.1861667,-116.7351667,0.43,1.18,ml,52,52,0.1622,0.15,ci,ci39814639,2021-09-21T16:28:00.450Z,"13km SE of Big Bear City, CA",earthquake,0.12,0.22,0.152,20,reviewed,ci,ci
2021-09-21T09:41:46.155Z,31.6137714,-104.1164944,8.445288086,2,ml,15,61,0.08959156845,0.2,tx,tx2021sngm,2021-09-22T18:48:39.551Z,"45 km NW of Toyah, Texas",earthquake,1.10383889,1.155376922,0.2,6,reviewed,tx,tx
2021-09-21T09:29:54.580Z,35.6583333,-117.5216667,2.49,1.46,ml,35,81,0.08652,0.15,ci,ci39814631,2021-09-21T16:15:53.860Z,"14km ENE of Ridgecrest, CA",earthquake,0.16,0.35,0.088,15,reviewed,ci,ci
2021-09-21T09:29:32.469Z,36.29983333,-98.19016667,7.9,1.58,ml,68,56,0.03599293696,0.21,ok,ok2021sngc,2021-09-21T13:06:32.817Z,"6 km N of Ames, Oklahoma",earthquake,,0.6,0.23,29,reviewed,ok,ok
2021-09-21T09:23:27.880Z,39.4238333,-110.2935,-2.72,1.38,md,7,200,0.02448,0.11,uu,uu60458807,2021-09-21T15:43:43.220Z,"16 km SSE of Sunnyside, Utah",earthquake,1.28,2.68,0.174,6,reviewed,uu,uu
2021-09-21T09:22:29.720Z,33.1215,-115.5993333,9.94,1.5,ml,35,58,0.01609,0.19,ci,ci39814623,2021-09-21T16:07:45.550Z,"8km W of Calipatria, CA",earthquake,0.19,0.36,0.226,15,reviewed,ci,ci
2021-09-21T09:18:18.781Z,31.59702031,-104.209716,6.465771484,1.8,ml,16,91,0.1467058657,0.3,tx,tx2021snfs,2021-09-22T19:42:43.679Z,"50 km NW of Toyah, Texas",earthquake,1.512864115,1.742381723,0.2,6,reviewed,tx,tx
2021-09-21T09:15:17.470Z,35.8008333,-117.6258333,6.09,2.37,ml,44,34,0.02741,0.14,ci,ci39814615,2021-09-21T15:58:33.490Z,"20km W of Searles Valley, CA",earthquake,0.13,0.35,0.215,23,reviewed,ci,ci
2021-09-21T09:03:30.124Z,60.9176,-149.3492,40.1,1.8,ml,,,,0.7,ak,ak021c4r98ac,2021-09-21T09:06:10.729Z,"5 km NE of Sunrise, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-09-21T08:47:48.320Z,33.831,-118.2776667,10.2,1.33,ml,16,80,0.03873,0.23,ci,ci39814607,2021-09-21T15:41:56.555Z,"0km E of Carson, CA",earthquake,0.47,0.57,0.156,7,reviewed,ci,ci
2021-09-21T08:44:35.840Z,37.5493333,-118.8123333,6.67,1.53,md,25,106,0.04275,0.03,nc,nc73627331,2021-09-22T02:39:17.267Z,"12km W of Toms Place, CA",earthquake,0.29,0.56,0.116,22,reviewed,nc,nc
2021-09-21T08:43:31.510Z,33.9886667,-116.9796667,17.55,1.45,ml,67,49,0.06711,0.15,ci,ci39814591,2021-09-21T15:30:19.640Z,"7km N of Beaumont, CA",earthquake,0.13,0.29,0.159,26,reviewed,ci,ci
2021-09-21T08:40:14.690Z,38.5216667,-119.4541667,2.42,1.01,md,9,129,0.03648,0.08,nc,nc73627326,2021-09-21T11:22:55.896Z,"31km SSW of Smith Valley, NV",earthquake,0.35,0.76,0.181,8,reviewed,nc,nc
2021-09-21T08:39:36.190Z,38.5245,-119.4501667,1.65,1.43,md,11,89,0.04052,0.1,nc,nc73627321,2021-09-22T21:24:30.381Z,"30km SSW of Smith Valley, NV",earthquake,0.38,1.01,0.32,14,reviewed,nc,nc
2021-09-21T08:34:29.760Z,37.4155,-121.764,5.22,1.15,md,35,32,0.04272,0.07,nc,nc73627316,2021-09-23T22:15:38.359Z,"8km NE of Alum Rock, CA",earthquake,0.16,0.35,0.173,30,reviewed,nc,nc
2021-09-21T08:29:13.692Z,38.0705,-118.7028,0,1.3,ml,11,90.08,0.239,0.2334,nn,nn00822879,2021-09-22T21:05:55.254Z,"34 km NW of Benton, California",earthquake,,0,0.24,8,reviewed,nn,nn
2021-09-21T08:22:23.744Z,31.60164841,-104.2032933,6.465771484,2.5,ml,15,90,0.143853284,0.3,tx,tx2021sndw,2021-09-21T20:40:37.386Z,"50 km NW of Toyah, Texas",earthquake,1.1754472979999997,1.927646325,0.1,6,reviewed,tx,tx
2021-09-21T08:16:04.671Z,-44.8097,167.3927,90.89,4.1,mb,,99,0.676,0.79,us,us7000fd33,2021-09-22T00:17:37.957Z,"72 km NNW of Te Anau, New Zealand",earthquake,6.4,8.6,0.234,5,reviewed,us,us
2021-09-21T08:15:44.402Z,32.07263596,-103.7116158,8.239624022999998,2.3,ml,21,46,0.04167151371,0.2,tx,tx2021sndr,2021-09-21T20:33:23.746Z,"37 km ESE of Malaga, New Mexico",earthquake,0.5725782964,0.8002837821,0.2,9,reviewed,tx,tx
2021-09-21T07:45:32.753Z,60.8141,-140.3918,9.9,1.7,ml,,,,0.74,ak,ak021c4qbdcq,2021-09-21T07:49:52.898Z,"145 km NNW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-09-21T07:44:11.600Z,37.2573333,-121.6158333,7.75,1.05,md,30,44,0.04574,0.12,nc,nc73627301,2021-09-21T10:51:22.060Z,"14km NNE of Morgan Hill, CA",earthquake,0.2,0.45,0.195,25,reviewed,nc,nc
2021-09-21T07:30:16.710Z,46.7138333333333,-121.912166666667,4.42,0.98,ml,19,124,0.02653,0.11,uw,uw61782841,2021-09-21T17:01:06.510Z,"10 km ESE of Ashford, Washington",earthquake,0.35,0.45,0.190838573622708,8,reviewed,uw,uw
2021-09-21T07:29:33.330Z,38.016,-112.4778333,4.13,2.75,ml,28,44,0.4198,0.15,uu,uu60458802,2021-09-21T13:17:44.410Z,"21 km N of Panguitch, Utah",earthquake,0.28,1.61,0.164,17,reviewed,uu,uu
2021-09-21T07:22:25.752Z,61.3973,-150.097,19.5,2.8,ml,,,,0.82,ak,ak021c4q6fd5,2021-09-21T07:28:44.210Z,"7 km WNW of Point MacKenzie, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-09-21T07:12:22.239Z,39.0863,-118.1556,10.1,1,ml,4,192.17,0.057,0.0735,nn,nn00822931,2021-09-22T02:40:44.236Z,"31 km NW of Gabbs, Nevada",earthquake,,8.3,0.69,4,reviewed,nn,nn
2021-09-21T07:00:35.850Z,17.9205,-66.8861,7,2.86,md,20,202,0.1655,0.12,pr,pr2021264005,2021-09-21T07:23:53.723Z,"6 km SSE of Guánica, Puerto Rico",earthquake,0.46,0.33,0.25,10,reviewed,pr,pr
2021-09-21T06:44:00.415Z,38.1906,-117.7365,11.4,1.2,ml,13,117.63,0.038,0.1143,nn,nn00822878,2021-09-22T02:39:14.065Z,"39 km SE of Mina, Nevada",earthquake,,1,0.37,8,reviewed,nn,nn
2021-09-21T06:36:25.200Z,33.8303333,-118.2651667,8.78,1.64,ml,45,67,0.03718,0.25,ci,ci39814567,2021-09-23T19:04:43.448Z,"2km E of Carson, CA",earthquake,0.22,0.46,0.314,16,reviewed,ci,ci
2021-09-21T06:22:13.244Z,38.149,-117.8942,7.9,1.3,ml,14,105.13,0.019,0.1096,nn,nn00822876,2021-09-22T02:39:09.839Z,"32 km SE of Mina, Nevada",earthquake,,0.9,0.53,11,reviewed,nn,nn
2021-09-21T06:17:20.680Z,38.5198333,-119.492,6.54,1.41,md,11,65,0.01355,0.05,nc,nc73627286,2021-09-22T02:39:05.205Z,"32km SSW of Smith Valley, NV",earthquake,0.28,0.31,0.307,14,reviewed,nc,nc
2021-09-21T06:15:02.513Z,37.4166,-116.7462,10,1.3,ml,19,139.65,0.275,0.1711,nn,nn00822873,2021-09-22T02:39:01.625Z,"54 km SE of Goldfield, Nevada",earthquake,,4.3,0.2,7,reviewed,nn,nn
2021-09-21T06:13:04.996Z,49.0908,-128.509,22.96,4.3,mb,,170,1.57,0.9,us,us7000fd2r,2021-09-22T04:43:03.862Z,"186 km SW of Vernon, Canada",earthquake,6.8,7.3,0.06,78,reviewed,us,us
2021-09-21T05:53:53.755Z,62.2813,-150.3023,4.9,1.9,ml,,,,0.65,ak,ak021c4p69hr,2021-09-21T05:57:01.216Z,"5 km SW of Trapper Creek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-09-21T05:49:13.414Z,62.0528,-150.185,28.9,1.8,ml,,,,0.68,ak,ak021c4p5bil,2021-09-21T05:52:20.618Z,"21 km SW of Susitna North, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-09-21T05:47:31.530Z,17.9661,-66.8488,14,3.25,md,24,183,0.1954,0.23,pr,pr2021264004,2021-09-21T06:20:15.548Z,"4 km SW of Indios, Puerto Rico",earthquake,0.57,0.65,0.13,14,reviewed,pr,pr
2021-09-21T05:41:15.031Z,38.1622,-117.8953,11.5,1.1,ml,14,71.07,0.019,0.1325,nn,nn00822870,2021-09-22T02:38:45.763Z,"31 km SE of Mina, Nevada",earthquake,,0.8,0.33,11,reviewed,nn,nn
2021-09-21T05:30:58.960Z,17.9378,-66.8865,10,2.37,md,11,214,0.1609,0.1,pr,pr2021264003,2021-09-21T05:53:20.920Z,"4 km SSE of Guánica, Puerto Rico",earthquake,0.49,0.82,0.21,8,reviewed,pr,pr
2021-09-21T05:24:33.463Z,38.1027,-117.918,10.6,1,ml,10,122.02,0.049,0.127,nn,nn00822869,2021-09-22T02:38:40.904Z,"36 km SSE of Mina, Nevada",earthquake,,1.4,0.19,9,reviewed,nn,nn
2021-09-21T04:53:23.760Z,38.536,-119.523,6.38,1.53,md,14,68,0.03089,0.1,nc,nc73627271,2021-09-22T02:38:37.332Z,"29km SE of Markleeville, CA",earthquake,0.3,0.38,0.22,15,reviewed,nc,nc
2021-09-21T04:49:43.804Z,5.7116,-81.804,10,4.3,mb,,166,3.185,0.66,us,us7000fd2e,2021-09-22T01:34:06.040Z,"211 km SSW of Arenas, Panama",earthquake,11.1,2,0.161,11,reviewed,us,us
2021-09-21T04:43:48.200Z,19.1878337860107,-155.433670043945,33.1800003051758,1.76999998,md,37,156,,0.100000001,hv,hv72717967,2021-09-21T04:47:02.110Z,"5 km ESE of Pāhala, Hawaii",earthquake,0.73,0.769999981,1.78999996,4,automatic,hv,hv
2021-09-21T04:42:49.426Z,-15.8834,-175.311,320.43,4.6,mb,,68,3.133,0.69,us,us7000fd2d,2021-09-22T01:27:02.040Z,"162 km W of Hihifo, Tonga",earthquake,10.2,6.1,0.049,124,reviewed,us,us
2021-09-21T04:40:15.820Z,19.1838333333333,-155.482,34.87,2.92,ml,51,73,,0.12,hv,hv72717962,2021-09-22T01:21:55.040Z,"2 km S of Pāhala, Hawaii",earthquake,0.41,0.5,0.167634423021244,34,reviewed,hv,hv
2021-09-21T04:39:52.370Z,17.8493,-66.8905,16,2.41,md,8,253,0.1951,0.1,pr,pr2021264001,2021-09-21T04:56:05.477Z,"13 km S of Guánica, Puerto Rico",earthquake,0.68,1.42,0.05,7,reviewed,pr,pr
2021-09-21T04:38:08.687Z,24.9032,124.9557,66.29,4.4,mb,,80,1.821,0.79,us,us7000fd2c,2021-09-22T01:16:37.040Z,"36 km WNW of Hirara, Japan",earthquake,8.7,8.2,0.155,12,reviewed,us,us
2021-09-21T04:36:55.503Z,53.4555,-170.1578,201.47,3.2,ml,,178,0.921,0.3,us,us7000fd5q,2021-09-21T22:41:50.040Z,"103 km WNW of Nikolski, Alaska",earthquake,16,7.7,0.097,14,reviewed,us,us
2021-09-21T04:19:52.060Z,38.5416667,-119.4015,2.48,1.11,md,10,95,0.08235,0.08,nc,nc73627266,2021-09-21T09:06:40.674Z,"27km S of Smith Valley, NV",earthquake,0.43,1.38,0.227,8,reviewed,nc,nc
2021-09-21T04:19:42.729Z,32.0680349,-103.7159331,8.908032227,3.2,ml,17,77,0.03589785286,0.1,tx,tx2021smvw,2021-09-22T18:41:21.836Z,"37 km ESE of Malaga, New Mexico",earthquake,0.6829167997,0.8812261733,0.2,9,reviewed,tx,tx
2021-09-21T04:12:58.334Z,31.66233543,-104.4997539,7.494091797,1.7,ml,12,87,0.006334785675,0.3,tx,tx2021smvq,2021-09-22T19:17:26.341Z,"58 km SSW of Whites City, New Mexico",earthquake,1.993629418,1.445944759,0.1,7,reviewed,tx,tx
2021-09-21T04:07:04.460Z,18.9828,-64.5711,45,3.84,md,19,327,0.9809,0.29,pr,pr2021264002,2021-09-21T22:25:18.040Z,"75 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,2.63,8.72,0.1,13,reviewed,pr,pr
2021-09-21T03:33:49.994Z,17.9183,-67.1304,10,2.6,ml,,273,0.089,0.38,us,us7000fd25,2021-09-21T22:09:24.040Z,"8 km SE of Pole Ojea, Puerto Rico",earthquake,1.9,1.7,0.056,42,reviewed,us,us
2021-09-21T03:21:33.340Z,35.113,-95.37666667,5.79,1.13,ml,28,72,0.1169770451,0.36,ok,ok2021smty,2021-09-22T13:23:54.235Z,"1 km SSW of Quinton, Oklahoma",earthquake,,1.2,0.24,11,reviewed,ok,ok
2021-09-21T03:20:32.109Z,62.1349,-152.1298,107.3,1.8,ml,,,,0.65,ak,ak021c4ns9ze,2021-09-21T03:26:15.683Z,"41 km WNW of Skwentna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-09-21T03:07:55.760Z,38.5125,-119.5246667,4.08,1.02,md,12,69,0.02274,0.08,nc,nc73627251,2021-09-21T09:04:10.461Z,"31km SE of Markleeville, CA",earthquake,0.3,0.33,0.241,9,reviewed,nc,nc
2021-09-21T03:07:31.000Z,19.2299995422363,-155.377334594727,32.4900016784668,2,md,40,158,,0.109999999,hv,hv72717857,2021-09-21T03:10:43.490Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.55,0.689999998,1.58000004,14,automatic,hv,hv
2021-09-21T03:05:24.880Z,38.412,-119.5588333,4.67,1.6,md,11,111,0.09431,0.1,nc,nc73627246,2021-09-21T08:59:10.421Z,"25km ENE of Dardanelle, CA",earthquake,0.4,1.34,0.392,14,reviewed,nc,nc
